140.11
47.92
-3.23
8.98
8.19
7.98
8.52
11.09
8.32
8.94
10.06
5.67
7.48
9.11
12.46
30.09
6.91
-2.59
-26.8
-38
-38
-35.09
-31.55
-42.34
-46.56
-40.35
-50.03
-43.22
-42.35
-38.65
-36.18
-7.26
49.55
159.77
137.83
146.03
170.15
166.62
153.62
151.49
155.12
151.68
156.54
151.05
160.42
149.99
149.99
149.99
