160
165
180.66
182.45
178.55
159.62
158.88
141.59
135.32
147.3
21.51
31.87
39.03
39.97
235.36
276.69
316.05
315.34
352.43
307.92
287.06
240.64
173.27
167.35
211.75
78.54
59.96
232.49
274.33
307.95
316.57
416.25
481.13
440.47
435.63
422.06
520.05
406.14
667.44
349.2
230.25
232.64
233.54
230.6
234.1
3463.83
322.97
249.95
