,0 days 00:30:00,0 days 01:00:00,0 days 01:30:00,0 days 02:00:00,0 days 02:30:00,0 days 03:00:00,0 days 03:30:00,0 days 04:00:00,0 days 04:30:00,0 days 05:00:00,0 days 05:30:00,0 days 06:00:00,0 days 06:30:00,0 days 07:00:00,0 days 07:30:00,0 days 08:00:00,0 days 08:30:00,0 days 09:00:00,0 days 09:30:00,0 days 10:00:00,0 days 10:30:00,0 days 11:00:00,0 days 11:30:00,0 days 12:00:00,0 days 12:30:00,0 days 13:00:00,0 days 13:30:00,0 days 14:00:00,0 days 14:30:00,0 days 15:00:00,0 days 15:30:00,0 days 16:00:00,0 days 16:30:00,0 days 17:00:00,0 days 17:30:00,0 days 18:00:00,0 days 18:30:00,0 days 19:00:00,0 days 19:30:00,0 days 20:00:00,0 days 20:30:00,0 days 21:00:00,0 days 21:30:00,0 days 22:00:00,0 days 22:30:00,0 days 23:00:00,0 days 23:30:00,1 days 00:00:00,ahead_time
11,0.3330106681930829,0.4211899463308999,0.5149879727380773,0.6136042917394358,0.7257131557321745,0.8827591388177254,1.0409118670487167,1.2516104819858773,1.485382301102919,1.9110141559134286,2.6222446380378157,8.088708000649572,2.7673446506842874,2.157563231880081,1.85922810218658,1.642045895726942,1.5220083304275631,1.418121958200171,1.3251204397045164,1.2843529958214672,1.2379309650032235,1.211515570717765,1.1684721631880457,1.1483875509668238,1.1088071038113538,1.0794437277490978,1.071484756983958,1.038344379320014,1.0388074607618165,1.0225833067980448,1.0118603874279426,0.9816069538174226,0.9794241264129022,0.9637063300458708,0.9626888411174708,0.9499873277407174,0.9297582391433581,0.9102664544643932,0.9149629308845251,0.9135082429146673,0.9028895923654483,0.886476959141703,0.8875778831713896,0.8750667634484834,0.8594113072907428,0.8389683490914557,0.822050046071304,0.8305294786325037,0 days 06:00:00
12,0.32624979084685624,0.4013893748620845,0.4957113558703874,0.5863917327596679,0.6836360206373255,0.815233515726348,0.9813868971484752,1.1297101580742481,1.3516952079191258,1.6316989169097855,2.0192257056770613,2.7675327207889575,8.089981826439168,2.8917874305504903,2.2884284200941574,1.9176289334195342,1.7293952239553558,1.5880498802654417,1.458507250217858,1.3902505300187693,1.3301009035259854,1.2917918589464934,1.2606020341884143,1.2191022235552706,1.173269505541807,1.162032132920185,1.137268194127043,1.107465687632871,1.0861156929581375,1.0853524491197284,1.0551775148954246,1.048781730078117,1.0227587136500809,1.0025800516629646,0.9787997943650986,0.9735065251551358,0.9524717571217654,0.9365125783967176,0.9518631691045263,0.9416526697568708,0.948844974150699,0.9292729628855882,0.9120203508331306,0.9039093043603534,0.89016954511309,0.8841767087861525,0.8654183466084175,0.85544132776071,0 days 06:30:00
13,0.3175523418428927,0.3792232861600491,0.4780322340118639,0.5797855148283055,0.6688342069255011,0.7700465965871786,0.9226109444378059,1.052745226656067,1.2342584008250146,1.4524939301280018,1.736442361763709,2.158146371951495,2.89150251312371,8.090994290262774,2.967292372285768,2.2900150364285117,1.9627414109035906,1.7795522696978505,1.615402720236415,1.5133774057080496,1.4256684277527585,1.3802555964228604,1.3338669378955732,1.3062183205478934,1.2624314855357266,1.2416115718107061,1.2078997218436927,1.166152618627967,1.145545437706783,1.1209270458038088,1.105730619427284,1.0831118617915196,1.0836558595101495,1.058603062749893,1.044795852837642,1.034446903398167,1.0119927257036432,0.9876536386136143,0.9908950410255049,0.9745824365588849,0.9798926609211183,0.9592219480398221,0.956752461649975,0.9457305873319539,0.9377330535097883,0.9257561745927232,0.908480163432789,0.8985667061778724,0 days 07:00:00
14,0.31471248781019145,0.3785533263113763,0.4623166256195903,0.5503725936105326,0.6442153233687069,0.7428086118933317,0.8678057818077738,0.9882550571475832,1.1615766631697237,1.3353161734020578,1.5680109759153096,1.8584833407834465,2.287892110366837,2.9669672518362535,8.091492949639989,2.9385623830297622,2.3639027757712183,2.013376730836246,1.8121519392188912,1.6587578910072542,1.5681196354294213,1.4850482520441801,1.4269537919314725,1.3780967925367582,1.3375663936201638,1.2986986352050938,1.2639794533879511,1.2232760496047188,1.2119617311475244,1.16377652618492,1.1459652337622455,1.1435729954516,1.1208083027610831,1.102663049770082,1.087307206698208,1.0647701103012013,1.0472857001307165,1.036893967996381,1.0333298321170785,1.0215482472224187,1.0141687601953748,0.9955974925367688,0.9934016430097934,0.9867232821032514,0.9618827893862463,0.9600640682441943,0.9322415068419172,0.9117090581240115,0 days 07:30:00
15,0.29825702285655,0.350103316317556,0.44185036386627985,0.514213762600237,0.599513519553251,0.6983094115528141,0.8017393441281859,0.921641106960025,1.0747719321752447,1.2365581252806228,1.3999361200374656,1.6420679845587056,1.9180068805046675,2.2905327099307744,2.9385405301951457,8.090103753233592,3.1146048175511587,2.457614744089151,2.100110413431845,1.8747942998655045,1.718910884359662,1.6167715611425892,1.533908342592592,1.478829897795678,1.4317194661731572,1.4063699747912919,1.344874578086042,1.3115390406826641,1.2772344040568369,1.2576771085401335,1.2191923689063815,1.1903747285656685,1.1786610592222022,1.1578996117189586,1.1479908742480678,1.1246071938619284,1.1054515155231686,1.0837149387144915,1.0761385446737144,1.0618514647122579,1.0514029023394977,1.035742049011323,1.0334184441006702,1.0305548993611762,0.99421034113562,0.9805666789794563,0.9635260038870808,0.9582647148716577,0 days 08:00:00
16,0.3020267686284077,0.35710537801418063,0.4423978763272123,0.5214441349420129,0.5994173825801257,0.6971430911592611,0.7940105457634337,0.9120663587352897,1.0478018011597472,1.1820220742719405,1.3395820850781304,1.5222273375640016,1.7294587964103396,1.962477152814773,2.36419630717102,3.115386421474185,8.08736305925776,3.194332184739274,2.510716137632897,2.1533820214161565,1.9561544743086996,1.8154264445488355,1.7000054807029468,1.6339643915323263,1.5498885668804032,1.4972279268322977,1.4426344927045482,1.4011630214682,1.3764649813886116,1.322039171579597,1.2937481674443019,1.2500560111321173,1.235175719082691,1.208883219985406,1.1912765647208312,1.187175078215783,1.1696653121982248,1.151116179209593,1.1333358528057973,1.119221922732594,1.1024108064767573,1.072054432537577,1.0718067381000846,1.0642725036066274,1.0247506685519028,1.022465309712432,0.9925531316917677,0.9876968462243321,0 days 08:30:00
17,0.3082585498128152,0.353309487305677,0.4510721713949115,0.520267448902211,0.6001719185106733,0.6836936556587423,0.7743109862476008,0.8727980269052287,0.9866512820662159,1.119766791006711,1.2537512387085705,1.4178802557322232,1.5875951402041188,1.7798101943422662,2.014286439330882,2.457517672230298,3.194167773950809,8.089940153058652,3.2699262942745717,2.603780199209671,2.2251822706880535,2.053768532078535,1.8792109136838668,1.78885560543271,1.678014405145844,1.6112286906487103,1.5630000187978101,1.502423559639503,1.4678848149971797,1.4052087383006686,1.3626952151071468,1.3334847780795887,1.2900188565410229,1.2746823753535796,1.2548768967279864,1.234457874166826,1.2156460378081713,1.18507797805231,1.1789902380576676,1.1549972230250267,1.1385413999167069,1.1220329325338687,1.1301033281754886,1.107582470655868,1.0743350671283824,1.0471826126517563,1.0289972069054025,1.0146746494449275,0 days 09:00:00
18,0.3174121611890568,0.35442922143443134,0.4187118746556173,0.5081758984777949,0.5952970329115956,0.6655780278433356,0.7621318394426266,0.8661402281287875,0.9666353708422353,1.0604235414842664,1.1971391584751823,1.3254355058609937,1.4582357749278092,1.615386609747672,1.8127704354171668,2.099843434712671,2.510015749191826,3.2702755878429066,8.087943510834837,3.339041414140136,2.681956128468447,2.3374347067047747,2.102807853494708,1.9612865535058752,1.8413733034116433,1.7730744847246624,1.6919977773603705,1.621081942508483,1.5748122236271147,1.4992311232423816,1.4544219047699025,1.4011292001528792,1.3702168964630852,1.3347638877631187,1.3054922156498119,1.2981701066431217,1.2822955385011463,1.2475167195698127,1.2436404277564321,1.2273636923591242,1.1954650955496549,1.1640930308046578,1.1608025652040448,1.1390671069697946,1.119209485454717,1.1056410894925035,1.0676516722866198,1.0630284760565978,0 days 09:30:00
19,0.3048818985261015,0.34324500537863845,0.419626211404621,0.49264729124524376,0.5781021768521111,0.6567343252779461,0.7461606142012647,0.8345140753265312,0.9275390079333734,1.035368088147929,1.157898480347355,1.2845632997720022,1.390259190301153,1.5131878402067942,1.6570158821940506,1.8739661812434036,2.153897009132577,2.604261216641514,3.338868164500794,8.087077299993663,3.4498662362436616,2.8034139459701892,2.395698607344998,2.1813020363458184,2.0101888757671347,1.915620434249682,1.8114486892409962,1.7319653756328854,1.6693566502537758,1.5853835880649143,1.5353807038582374,1.4805166036760546,1.4314508753329438,1.3986923923406218,1.3713941792276207,1.352587860287474,1.317890536894481,1.3042206137498074,1.2905389026974943,1.2811056369706968,1.2498611678580547,1.2249760650172794,1.1985022701268422,1.1882407624183369,1.157107497470646,1.1364915176297172,1.1144617326044006,1.0847672200463414,0 days 10:00:00
20,0.31126659606153506,0.3553929451934472,0.4232126053816083,0.49910390591050824,0.5749566817749407,0.6470496037005447,0.7232602295365949,0.8228744369683509,0.907414627076844,0.9950771637159992,1.1059459950716093,1.2373331942520496,1.3301983016304861,1.425776861639986,1.5683483394933662,1.7192592467972556,1.955678466957166,2.2251126992173345,2.681127031125398,3.448944499243274,8.088996680463714,3.5317747452588413,2.890705447837082,2.491112116438798,2.259618272800438,2.071983427554753,1.9544707697767993,1.8503293927077662,1.7825260763276045,1.6772983439506488,1.6276748234451839,1.559454177772265,1.5128365137372821,1.4709732646991593,1.4449082254819947,1.40724575729282,1.3826047397911072,1.3485544773959637,1.3279875490312154,1.328954489229421,1.2992296561295555,1.2723320908962164,1.2372058682733051,1.2234328975819935,1.1855613717536002,1.1588061881782101,1.1316114691217631,1.106702129502775,0 days 10:30:00
21,0.3175747466194929,0.36825428960156614,0.4166274539083803,0.4932245803862907,0.5665913107536769,0.6413136502475423,0.7346874564045773,0.8094078468097887,0.900110658096593,1.0094717217986906,1.092403701652449,1.211618261513033,1.2915192633330923,1.3803420103509962,1.4849632138544635,1.6170953886284813,1.8164364256444774,2.053288050015232,2.3385825556101194,2.8035292811310755,3.5315893001081538,8.088117443536403,3.6546166953520642,2.975348900109593,2.5287330311689913,2.3068321003990184,2.1286442317263354,2.0000951075966,1.9066178085292842,1.7982157669048755,1.7513788586466852,1.6730297495131348,1.6002438906304315,1.5595373639858945,1.5126648960668092,1.471275657509958,1.45012422824853,1.4053329438263562,1.3929310207019707,1.3704304495591648,1.3369122018255393,1.3028662194267504,1.2735912844090258,1.2537563183254674,1.2146815403470166,1.2052705312979253,1.1730147143060643,1.1403020574831784,0 days 11:00:00
22,0.304992940769095,0.3520025561367035,0.42794766331505674,0.48219064510834553,0.558680195407482,0.62193872576196,0.7129885401994338,0.8083299182188526,0.8912129744035768,0.9892314188301068,1.0718799992954127,1.1690997597482342,1.260497802469291,1.3338618261824529,1.4266453772016066,1.534422718072351,1.6996252783462644,1.8788497534672555,2.1034334182131245,2.395669338645016,2.8896596222662763,3.654402653576469,8.088799008882782,3.7145118985547145,3.019268131629809,2.601251239427945,2.3623186338156232,2.178584816722715,2.070250213409193,1.9334294859236376,1.841672485311185,1.7415744480519049,1.6828076348598202,1.625105121349308,1.576352688465251,1.5489879058705691,1.5206620579934524,1.4771556396064094,1.4428925294055812,1.419195775807955,1.394446464537963,1.3548005832467762,1.3274954809632034,1.297399820815115,1.2705809783067847,1.2606192020481153,1.2242503134470288,1.1800766656949273,0 days 11:30:00
23,0.3048397934399416,0.34546721306138206,0.4121994849236694,0.4809750581952663,0.5678269054896168,0.6245006793884702,0.7062590086586509,0.8033412500012851,0.867833766527097,0.9658234801072743,1.0575331237201766,1.1485792963700785,1.2188493679198409,1.3063223718915822,1.3785593614281346,1.4783177142485373,1.6332512438085027,1.789000898982816,1.9620200716127432,2.1810012580990588,2.4919377735640174,2.975508057452118,3.7147468044543093,8.089396915607221,3.732772869847826,3.08131924717883,2.6432064742832573,2.401431897510062,2.2185319678004474,2.0624292624824854,1.9452892596717266,1.8439566127075082,1.7646590013280319,1.7202819354019763,1.6402676572014263,1.6031159635751528,1.565919046722617,1.5163372566217417,1.4997423939431611,1.4624408769570216,1.4297301964296167,1.3982335794317722,1.357735654495122,1.3340632729285362,1.2991658103551398,1.2694659121584815,1.243966888266102,1.2013414581930606,0 days 12:00:00
